N	Acuraccy	Precision	Recall	F-Measure	HastTag		Value	Comment
1000	0.41758242	0.013605442	0.72727275	0.026711186	violence		0	denverpost bysajahindi ya thinkhow about that martyr of tacoma washington rightor the paid professor csu poon declaring shell punch offenders of her cultor maybe ericholder when they go low we kick emwait how about maxinewatterrep encouraging violence
1001	0.4181637	0.013605442	0.72727275	0.026711186	trust		0	we know we know its monday but smile?love hope christian jesus inspiration motivation believe peace life truth trust quote wisdom therapy wellness community health selfcare? happy smile httpstcoimvtxacdfo
1002	0.41774675	0.013582343	0.72727275	0.026666667	violence		0	1st interview as canteachersfed prez 
1003	0.41733068	0.013559322	0.72727275	0.026622294	violence		0.071428575	rt refugecharity powerful words by london mayor sadiqkhan about rising violence rates the lesson we must all learn is that you cant
1004	0.41691542	0.013536379	0.72727275	0.026578072	violence		0.037037037	section377 battle was basecamp the everest of social stigma needs to be fought for lgbtq community mentalhealth is a major issue amp psychiatrists counsellors play a huge role in fighting the stigma stopping violence getting equality amp providing safe  healthcare httpstcokbmzn57h4u
1005	0.416501	0.013513514	0.72727275	0.026533999	domesticviolence		0	the processing times for survivorbased forms of immigration protections like vawa selfpetitions and u and t visas have skyrocketed undermining the effectiveness of these critical benefits holduscisaccountable domesticviolence vawa19 httpstcoamlvwztful
1006	0.4160874	0.013490725	0.72727275	0.026490066	violence		0	rt shelleymorse1 1st interview as canteachersfed prez 
1007	0.4156746	0.013468013	0.72727275	0.02644628	domesticviolence		0	the danger is so real for victims of domesticviolence and as someone who has handled more than a few emergency situations in the last 18 months i cannot stress how important it is to have a trusted network so that victims amp their children feel safe and cared for
1008	0.41625372	0.013468013	0.72727275	0.02644628	trust		0	the most expensive thing on earth is trust it takes years and years to earn and just a matter of second to loosereminder trust love
1009	0.41584158	0.013445378	0.72727275	0.02640264	domesticviolence		0	rt ramarajeswari familiar story abusive relationships  why its so hard for women to just leaveif he was a monster all the time
1010	0.41543028	0.013422819	0.72727275	0.026359143	violence		0.071428575	rt refugecharity powerful words by london mayor sadiqkhan about rising violence rates the lesson we must all learn is that you cant
1011	0.4160079	0.013422819	0.72727275	0.026359143	assertive		0	assertive tip you have the right to say no to unwanted requests saying yes to something you dont wish to do is stressful assertivenesscoaching httpstcozprca1ipdh httpstcogcgbdeck5f
1012	0.4165844	0.013422819	0.72727275	0.026359143	assertive		0	communicating and listening communicating your thoughts is assertive listening to others is humble put them together and your peopleskills balance builds trust httpstcocyexjt4oj9
1013	0.41617358	0.013400335	0.72727275	0.02631579	domesticviolence		0.083333336	rt pjmcgeehanlaw there is simply no justification for this more than half of female homicide victims are killed through intimate partne
1014	0.41674876	0.013400335	0.72727275	0.02631579	trust		0	how much do employees know that i am capable at my job smallbiz trust
1015	0.41732284	0.013400335	0.72727275	0.02631579	trust		0	rt cherylclemons thanks fuseuniversal julianstodd for an interesting webinar love this slide showing the balance of organisational kno
1016	0.4169125	0.013377926	0.72727275	0.026272578	violence		0	rt susanlarsontn grindr thief guilty of murdering bond actor ericmichels with an overdose of the chemsex drug ghblgbtqi
1017	0.41650295	0.013355592	0.72727275	0.026229506	violence		0	rt wbradptweets thats exactly what she wanted she incited violence httpstcon5lymkes36
1018	0.4160942	0.013333334	0.72727275	0.02618658	domesticviolence		0	i must i will and i can alan told me to give myself these rules ?? immigrants immigrant womensupportingwomen womenempowerment womenempoweringwomen womenentrepreneurs domesticabuse domesticviolence divorce singlemoms singlemom teenagers teenage teenagegirls quote httpstcorizs07veu3
1019	0.41666666	0.013333334	0.72727275	0.02618658	trust		0	i love receiving the comment youre easy to talk to i feel i can share anything with you it is an honor and privilege to have your trust as a trained counselor and a practicing coach we make progress when we trust in one another and openly discuss our challenges httpstcoworzhhqkes
1020	0.417238	0.013333334	0.72727275	0.02618658	trust		0	if theyre not doing anything to keep you then why are you fighting to stay???????datingtips datingadvice relationshipgoals relationshipadvice trustissues wordstoliveby singles trust truelove happiness couple trusttheprocess datecoachsharon httpstcomhwj0b2yvc
1021	0.41682974	0.013311148	0.72727275	0.02614379	violence		0	an effective legal and referral system is critical to addressing genderbased violence gbv httpstcohogqijdbca wbggender wbgdev4peace worldbankafrica wbgcities
1022	0.4173998	0.013311148	0.72727275	0.02614379	trust		0	trustonomy kicked off on 7th may in brussels safety  trust and acceptance of automated vehicles ineaeu httpstcocsv9v8mkg7
1023	0.41796875	0.013311148	0.72727275	0.02614379	happiness		0	its up to you to be responsible for how you feel if youre not happy your happiness lies in your hands you cant rely on a man to make you happy or complete you that starts with you ~ taraji p henson
1024	0.41756096	0.013289036	0.72727275	0.02610114	violence		0	rt safeenabano violence  is not a solution of kashmir issue mehboobamufti sageelani mirwaizkashmir httpstcok0x8intkfu
1025	0.41715398	0.013266998	0.72727275	0.026058633	genderbasedviolence		0	rt womenafrica35 we cant talk enough about the physical mental and reproductive health consequences of genderbasedviolence join us as
1026	0.4177215	0.014900662	0.75	0.029220778	violence		0.125	be careful in capetown httpstcorlznmylvhg news worldnews politics army gangs violence internationalnews breakingnews capetown southafrica africa military unrest journalism
1027	0.41828793	0.014900662	0.75	0.029220778	assertive		0	rt ricohcanada sometimes you should say no forbes tells us why httpstcoztu0mi6bjpno assertive leadership career business j
1028	0.41885325	0.014900662	0.75	0.029220778	trust		0	it is hard but you have to trust that as difficult as it is trust trust wait waiting stress strength best outcome joy trusting trusting god godlyliving godly godislove waitinggame nogivingup httpstconalg4z1lbj
1029	0.4184466	0.014876033	0.75	0.02917342	domesticviolence		0	rt endvawnetwork 87000 women worldwide were killed intentionally in 2017 and more than 50000 were killed by intimate partners a new
1030	0.41804072	0.014851485	0.75	0.029126214	violence		0	rt evawcheng new on the chinabizroundup podcast?? china clarifies rules on addressing local governments hidden debt company hau
1031	0.41763565	0.014827018	0.75	0.02907916	domesticviolence		0	narcissists make us lose faith in our instincts about whats real they make us doubt amp hate ourselves but if we observe our partner closely we recognize that were not the sole blame carriersabuse survivor domesticviolence gaslightingfollow me on socialmedia httpstcomuybfuoj5y
1032	0.41723135	0.014802632	0.75	0.029032258	genderbasedviolence		0	rt tamanirarama unimaginable preaching by a local pastor on one of our local radio station hope fm  fiji adventist church in this lo
1033	0.41779497	0.014802632	0.75	0.029032258	trust		0	love this amp agree ? a good team that knows you trust them to do their jobs amp youre there for support amp guidance is everything im lucky to have a fantastic team wiltslearning wiltscouncil amp i hope i demonstrate these ten things ?liveworklearn wearewilts httpstcos556wpjhcm
1034	0.4173913	0.014778325	0.75	0.02898551	domesticviolence		0	rt bookclubpro1 abalone a provocative psychological drama for readers who loved the lucky one amp safe haven booklove inspiration l
1035	0.4169884	0.014754098	0.75	0.028938904	domesticviolence		0	abc through nightline covering domesticviolence against women in south africa ?? apparently 1 woman is killed every 4 hours in sa???
1036	0.4165863	0.014729951	0.75	0.028892454	violence		0	rt drtonymatthews facebook community standards  current right now no threats of violence allowed unless theyre against people we d
1037	0.41714835	0.014729951	0.75	0.028892454	happiness		0	rt iesebschool the 8th international conference of work and family at iesebarcelona focused on the pursuit of happiness through the hea
1038	0.41674688	0.014705882	0.75	0.028846154	genderbasedviolence		0	this barbarism heartbreaking inhumanethese men must be caught and be punishedgenderbasedviolence protectwomen unwomen africanunion httpstcoztfr8icqcx
1039	0.41634616	0.014681893	0.75	0.028800001	domesticviolence		0.045454547	grace vs abuse 7 questions to define the line you yes you need to read thiseven if youre not in an abusive situation via smediannetwork domesticviolence resilience mentalhealth psychology lifelessons httpstco8tgbaacot3
1040	0.41690683	0.014681893	0.75	0.028800001	trust		0	this is tangiblealpha via tangiblealpha advisors trust purpose valuedesign financialservices martech dmm ux smm cx fintech wealthtech omnichannel httpstco0vcpoghima
1041	0.4174664	0.014681893	0.75	0.028800001	trust		0	is it possible to spoil a new baby hearmeoutare you gods little baby is it possible for him to spoil you but every time you pray and he answers he is loving you and teaching you that you can trust him httpstcoluutginf32
1042	0.41802493	0.014681893	0.75	0.028800001	happiness		0	tent camp ceremony wedding life style fashion tradition culture nature museum carpets beauty pretty girls boys men women happiness youga desert travel tours trips relaxation festival redcarpets candles  welcome to morocco ? httpstcotbzxtj8mbo
1043	0.41762453	0.014657981	0.75	0.028753994	violence		0	police are looking for a tall guy with short arms big feet sweaty making suggestive grunts phone the police if you see him do not approach victoria australia violence httpstco1uu70465yo
1044	0.4181818	0.014657981	0.75	0.028753994	happiness		0	????? comedy with healthy joyous laughs a place of rest off stress myworkerstheseries nollywood comedy funnyvideos naija proudlynigeria african sitcom bbnaija fun happiness iamdavido ziondrinks httpstcodxydjoygxz
1045	0.41778204	0.014634146	0.75	0.028708134	genderbasedviolence		0	rt tamanirarama unimaginable preaching by a local pastor on one of our local radio station hope fm  fiji adventist church in this lo
